item_number,name,description,brand,unit,cost_price,list_price,sale_price,product_status,barcode,metadata_json
FLEXMAT,Snap-on 磁鐵吸盤 紅色 (掛式),Snap-on 磁鐵吸盤 紅色 (掛式),Unknown,件,0,2010,0,active,FLEXMAT,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FLEXPBARHLDR,Snap-on 可彎式磁性撬棒收納架 (2 入裝),Snap-on 可彎式磁性撬棒收納架 (2 入裝),Unknown,件,0,0,0,active,FLEXPBARHLDR,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FLEXPBARHLDRBK,Snap-on 可彎式磁性撬棒收納架 黑 (2 入裝),Snap-on 可彎式磁性撬棒收納架 黑 (2 入裝),Unknown,件,0,0,0,active,FLEXPBARHLDR,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FLEXSDRVHLDR,(停用)Snap-on 磁鐵吸盤 起子用,(停用)Snap-on 磁鐵吸盤 起子用,Unknown,件,0,1850,0,active,FLEXSDRVHLDR,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FLEXSDVRHLDR,Snap-on 磁鐵吸盤 起子用,Snap-on 磁鐵吸盤 起子用,Unknown,件,0,1850,0,active,FLEXSDRVHLDR,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
FLEXWRNCHLDR,Snap-on 可彎式磁性扳手收納架 (紅色),Snap-on 可彎式磁性扳手收納架 (紅色),Unknown,件,0,0,0,active,FLEXWRNCHLDR,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FLF100,Snap-on Cynergy™ 加長棘輪扳手 活動頭,Snap-on Cynergy™ 加長棘輪扳手 活動頭,Unknown,支,0,6800,0,active,FLF100,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FLF80A,"Snap-on 3/8"" 80®長柄棘輪扳手","Snap-on 3/8"" 80®長柄棘輪扳手",Unknown,支,0,6650,0,active,FLF80A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FLLF100,Snap-on Cynergy™ 特長棘輪扳手 活動頭,Snap-on Cynergy™ 特長棘輪扳手 活動頭,Unknown,支,0,7950,0,active,FLLF100,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FLLF80,"Snap-on 3/8""Drive Dual 80® 特長手柄活動頭棘輪扳手","Snap-on 3/8""Drive Dual 80® 特長手柄活動頭棘輪扳手",Unknown,支,0,0,0,active,FLLF80,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
FLLX80,"Snap-on 3/8"" 三分 專利80齒 特長棘輪扳手 (活動頭)","Snap-on 3/8"" 三分 專利80齒 特長棘輪扳手 (活動頭)",Unknown,支,0,9300,0,active,FLLX80,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
FM10,"Snap-on 3/8"" 10mm 12角 Flank Drive® 淺套筒","Snap-on 3/8"" 10mm 12角 Flank Drive® 淺套筒",Unknown,個,0,800,0,active,FM10,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FM21,"Snap-on 3/8"" 三分 12角 短套筒 21mm","Snap-on 3/8"" 三分 12角 短套筒 21mm",Unknown,個,0,0,0,active,FM21,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FM22,"Snap-on 3/8"" 三分 12角 短套筒 22mm","Snap-on 3/8"" 三分 12角 短套筒 22mm",Unknown,個,0,0,0,active,FM22,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FMBLPB202,Snap-on 12件式鉗子組泡棉 for PB202B (不含箱子、鉗子),Snap-on 12件式鉗子組泡棉 for PB202B (不含箱子、鉗子),Unknown,件,0,1100,0,active,FMBLPB202,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FMLDPB202GY,Snap-on 泡棉 Foam Lid for PB202 GRAY,Snap-on 泡棉 Foam Lid for PB202 GRAY,Unknown,個,0,0,0,active,,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FMS10,"Snap-on 3/8"" 三分 12角 中長套筒 10mm","Snap-on 3/8"" 三分 12角 中長套筒 10mm",Unknown,個,490,1050,0,active,FMS10,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
FMSRPCR112GY,泡棉 FOR SRPCR112 GRAY,泡棉 FOR SRPCR112 GRAY,Unknown,個,0,0,0,active,,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FNF100,"Snap-on  三分 3/8"" 可擺頭 賓士頭棘輪扳手","Snap-on  三分 3/8"" 可擺頭 賓士頭棘輪扳手",Unknown,件,0,0,0,active,FNF100,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FP22E,Snap-on 十字頭 #2 PHILLIPS,Snap-on 十字頭 #2 PHILLIPS,Unknown,個,0,1430,0,active,FP22E,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
FP22E2,Snap-on #2 PHILLIPS®起子頭,Snap-on #2 PHILLIPS®起子頭,Unknown,個,0,750,0,active,FP22E2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 18, 'supplier': ''}"
FP32E,"Snap-on 3/8"" #3 PHILLIPS®起子頭套筒","Snap-on 3/8"" #3 PHILLIPS®起子頭套筒",Unknown,支,0,1600,0,active,FP32E,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
FP32E2,Snap-on 十字頭 #3 PHILLIPS FP32E2,Snap-on 十字頭 #3 PHILLIPS FP32E2,Unknown,個,0,550,0,active,FP32E2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 23, 'supplier': ''}"
FPD22E,"3/8"" Drive #2 Pozidriv® Tip Bit Socket D","3/8"" Drive #2 Pozidriv® Tip Bit Socket D",Unknown,個,0,0,0,active,,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FPD22E2,Snap-on 十字頭 #2 Pozidriv,Snap-on 十字頭 #2 Pozidriv,Unknown,個,261,550,0,active,FPD22E2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 17, 'supplier': ''}"
FR80,"Snap-on 3/8""專利80齒 標準快脫棘輪扳手","Snap-on 3/8""專利80齒 標準快脫棘輪扳手",Unknown,支,0,5900,0,active,FR80,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRDHM13,"Snap-on 3/8"" 13mm 12角 標準扭力轉接頭","Snap-on 3/8"" 13mm 12角 標準扭力轉接頭",Unknown,個,0,1400,0,active,FRDHM13,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRES10,"Snap-on 3/8""驅動 5/16""六角花鍵扭力轉接器","Snap-on 3/8""驅動 5/16""六角花鍵扭力轉接器",Unknown,個,0,2150,0,active,FRES10,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRES12,"Snap-on 3/8""驅動 3/8""六角花鍵扭力轉接器","Snap-on 3/8""驅動 3/8""六角花鍵扭力轉接器",Unknown,個,0,2150,0,active,FRES12,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRES14,"Snap-on 3/8""驅動 7/16""六角花鍵扭力轉接器","Snap-on 3/8""驅動 7/16""六角花鍵扭力轉接器",Unknown,個,0,2150,0,active,FRES14,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRES7,"Snap-on 3/8""驅動7/32""六角花鍵扭力轉接器","Snap-on 3/8""驅動7/32""六角花鍵扭力轉接器",Unknown,個,0,2150,0,active,FRES7,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRES8,"Snap-on 3/8""驅動 1/4""六角花鍵扭力轉接器","Snap-on 3/8""驅動 1/4""六角花鍵扭力轉接器",Unknown,個,0,2150,0,active,FRES8,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM10,"Snap-on 三分 3/8"" 六角 10mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 10mm 油管鴨掌扳手",Unknown,個,0,1050,0,active,FRHM10,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM11,"Snap-on 三分 3/8"" 六角 11mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 11mm 油管鴨掌扳手",Unknown,個,0,1050,0,active,FRHM11,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM12,"Snap-on 三分 3/8"" 六角 12mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 12mm 油管鴨掌扳手",Unknown,個,0,1050,0,active,FRHM12,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM13,"Snap-on 三分 3/8"" 六角 13mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 13mm 油管鴨掌扳手",Unknown,個,0,1050,0,active,FRHM13,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM14,"Snap-on 三分 3/8"" 六角 14mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 14mm 油管鴨掌扳手",Unknown,個,0,1200,0,active,FRHM14,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM15,"Snap-on 三分 3/8"" 六角 15mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 15mm 油管鴨掌扳手",Unknown,個,0,1200,0,active,FRHM15,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM16,"Snap-on 三分 3/8"" 六角 16mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 16mm 油管鴨掌扳手",Unknown,個,0,1200,0,active,FRHM16,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM17,"Snap-on 三分 3/8"" 六角 17mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 17mm 油管鴨掌扳手",Unknown,個,0,1300,0,active,FRHM17,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM18,"Snap-on 三分 3/8"" 六角 18mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 18mm 油管鴨掌扳手",Unknown,個,0,1300,0,active,FRHM18,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM19,"Snap-on 三分 3/8"" 六角 19mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 19mm 油管鴨掌扳手",Unknown,個,0,1300,0,active,FRHM19,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRHM21,"Snap-on 三分 3/8"" 六角 21mm 油管鴨掌扳手","Snap-on 三分 3/8"" 六角 21mm 油管鴨掌扳手",Unknown,個,0,0,0,active,FRHM21,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRKF80A,"Snap-on 三分 3/8"" 80齒 極短快脫棘輪扳手 活動頭","Snap-on 三分 3/8"" 80齒 極短快脫棘輪扳手 活動頭",Unknown,支,0,0,0,active,FRKF80A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRLF80A,"Snap-on 三分 3/8"" Dual 80® Technology 專利80","Snap-on 三分 3/8"" Dual 80® Technology 專利80",Unknown,支,0,7600,0,active,FRLF80A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRLLF80,"Snap-on 3/8"" 三分 專利80齒  超長棘輪扳手 快拆","Snap-on 3/8"" 三分 專利80齒  超長棘輪扳手 快拆",Unknown,支,0,9450,0,active,FRLLF80,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
FRS70A,"Snap-on 3/8"" 驅動旋轉棘輪","Snap-on 3/8"" 驅動旋轉棘輪",Unknown,個,0,1700,0,active,FRS70A,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRX281,"Snap-on 3/8"" 6角 SAE 7/8"" 擴口螺帽套筒","Snap-on 3/8"" 6角 SAE 7/8"" 擴口螺帽套筒",Unknown,個,0,3650,0,active,FRX281,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRX80A,"Snap-on 3/8"" 三分 專利80齒 棘輪扳手 可鎖定 FRX80A","Snap-on 3/8"" 三分 專利80齒 棘輪扳手 可鎖定 FRX80A",Unknown,支,0,8500,0,active,FRX80A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FRXM10,"Snap-on 3/8"" Flank Drive® 10mm六角螺帽扳手","Snap-on 3/8"" Flank Drive® 10mm六角螺帽扳手",Unknown,個,0,2650,0,active,FRXM10,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FS-10,Bike-Lift 可調式前駐車架 紅,Bike-Lift 可調式前駐車架 紅,Unknown,件,0,2750,0,active,FS-10,"{'category': 'QB TOOLS', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FS-10B,Bike-Lift 可調式前駐車架 黑,Bike-Lift 可調式前駐車架 黑,Unknown,件,0,2750,0,active,FS-10B,"{'category': 'QB TOOLS', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FS221,"Snap-on3/8"" 6角SAE 11/16""Flank Drive®短套筒","Snap-on3/8"" 6角SAE 11/16""Flank Drive®短套筒",Unknown,個,0,0,0,active,FS221,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSE140,"Snap-on 3/8"" 三分 TORX® E14 萬向套筒","Snap-on 3/8"" 三分 TORX® E14 萬向套筒",Unknown,個,0,0,0,active,FSE140,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSLF80,"Snap-on 3/8"" 三分 專利80齒 彎曲 棘輪扳手 活動頭","Snap-on 3/8"" 三分 專利80齒 彎曲 棘輪扳手 活動頭",Unknown,支,0,9450,0,active,FSLF80,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
FSM101,Snap-on 三分 6角 短套筒 10mm,Snap-on 三分 6角 短套筒 10mm,Unknown,個,0,950,0,active,FSM101,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
FSM121,Snap-on 三分 6角 短套筒 12mm,Snap-on 三分 6角 短套筒 12mm,Unknown,個,0,900,0,active,FSM121,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSM131,"Snap-on 3/8"" 6角 13mm Flank Drive®淺套筒","Snap-on 3/8"" 6角 13mm Flank Drive®淺套筒",Unknown,個,0,800,0,active,FSM131,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSM141,"Snap-on 3/8"" 6角 14mm淺套筒","Snap-on 3/8"" 6角 14mm淺套筒",Unknown,個,0,1050,0,active,FSM141,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSM151,"Snap-on 3/8"" 6角 15mm淺套筒","Snap-on 3/8"" 6角 15mm淺套筒",Unknown,個,0,1050,0,active,FSM151,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSM191,"Snap-on 3/8"" 6角 19mm 短套筒","Snap-on 3/8"" 6角 19mm 短套筒",Unknown,個,0,950,0,active,FSM191,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSM211,"Snap-on 3/8"" 6角 21mm 短套筒","Snap-on 3/8"" 6角 21mm 短套筒",Unknown,個,0,1100,0,active,FSM211,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSM221,"Snap-on 3/8"" 6角 22mm 短套筒","Snap-on 3/8"" 6角 22mm 短套筒",Unknown,個,0,1200,0,active,FSM221,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSM231,"Snap-on 3/8"" 6角 23mm 短套筒","Snap-on 3/8"" 6角 23mm 短套筒",Unknown,個,0,1300,0,active,FSM231,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSM241,"Snap-on 3/8"" 6角 24mm 短套筒","Snap-on 3/8"" 6角 24mm 短套筒",Unknown,個,0,1300,0,active,FSM241,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSMS10,"Snap-on 3/8"" 6角 10mm Flank Drive® 半深套筒","Snap-on 3/8"" 6角 10mm Flank Drive® 半深套筒",Unknown,個,0,1150,0,active,FSMS10,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSMS11,"Snap-on 3/8"" 六角 11mm Flank Drive® 中長套筒","Snap-on 3/8"" 六角 11mm Flank Drive® 中長套筒",Unknown,個,0,1150,0,active,FSMS11,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSMS12,"Snap-on 3/8"" 6角 12mm Flank Drive® 半深套筒","Snap-on 3/8"" 6角 12mm Flank Drive® 半深套筒",Unknown,個,0,1150,0,active,FSMS12,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSMS14,"Snap-on 3/8"" 6角 14mm Flank Drive® 中長套筒","Snap-on 3/8"" 6角 14mm Flank Drive® 中長套筒",Unknown,個,0,1150,0,active,FSMS14,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSMS15,"Snap-on 3/8"" 6角 15mm半深套筒","Snap-on 3/8"" 6角 15mm半深套筒",Unknown,個,0,1250,0,active,FSMS15,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSMS18,"Snap-on 3/8"" 6角 18mm Flank Drive® 半深套筒","Snap-on 3/8"" 6角 18mm Flank Drive® 半深套筒",Unknown,個,0,1400,0,active,FSMS18,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FSMS8,"Snap-on 3/8"" 六角 8mm Flank Drive® 中長套筒","Snap-on 3/8"" 六角 8mm Flank Drive® 中長套筒",Unknown,個,0,1150,0,active,FSMS8,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSMS9,"Snap-on 3/8"" 六角 9mm Flank Drive® 中長套筒","Snap-on 3/8"" 六角 9mm Flank Drive® 中長套筒",Unknown,個,0,1150,0,active,FSMS9,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FSUM13A,"Snap-on 3/8"" 三分 6角 13mm 萬向短套筒","Snap-on 3/8"" 三分 6角 13mm 萬向短套筒",Unknown,個,0,0,0,active,FSUM13A,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX25E,"Snap-on  3/8"" TORX® T25 星字起子套筒","Snap-on  3/8"" TORX® T25 星字起子套筒",Unknown,個,261,1600,0,active,FTX25E,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX27E,"Snap-on  3/8"" TORX® T27 星字起子套筒","Snap-on  3/8"" TORX® T27 星字起子套筒",Unknown,個,261,1850,0,active,FTX27E,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX27E2,Snap-on 零件 起子頭 T27 TORX,Snap-on 零件 起子頭 T27 TORX,Unknown,個,261,0,0,active,FTX27E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 26, 'supplier': ''}"
FTX27SE2,Snap-on T27 TORX® 短柄螺絲起子頭（僅刀頭）,Snap-on T27 TORX® 短柄螺絲起子頭（僅刀頭）,Unknown,個,0,550,0,active,FTX27SE2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX30E,"Snap-on  3/8"" TORX® T30 星字起子套筒","Snap-on  3/8"" TORX® T30 星字起子套筒",Unknown,個,0,1550,0,active,FTX30E,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX30E2,Snap-on 零件 起子頭 T30 TORX,Snap-on 零件 起子頭 T30 TORX,Unknown,個,261,0,0,active,FTX30E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
FTX30SE,"Snap-on 3/8"" T30 TORX®短起子套筒","Snap-on 3/8"" T30 TORX®短起子套筒",Unknown,個,0,1400,0,active,FTX30SE,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX30SE2,Snap-on T30 TORX® 短柄螺絲起子頭（僅刀頭）,Snap-on T30 TORX® 短柄螺絲起子頭（僅刀頭）,Unknown,個,0,550,0,active,FTX30SE2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 10, 'supplier': ''}"
FTX40E,"Snap-on  3/8"" TORX® T40 星字起子套筒","Snap-on  3/8"" TORX® T40 星字起子套筒",Unknown,個,0,1600,0,active,FTX40E,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FTX40E2,Snap-on 零件 起子頭 T40 TORX®,Snap-on 零件 起子頭 T40 TORX®,Unknown,個,261,600,0,active,FTX40E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 25, 'supplier': ''}"
FTX40SE,"Snap-on 3/8"" 三分六角套筒 FTX40SE","Snap-on 3/8"" 三分六角套筒 FTX40SE",Unknown,個,0,1430,0,active,FTX40SE,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
FTX40SE2,Snap-on 零件 T40 六角鑽頭 FTX40SE2,Snap-on 零件 T40 六角鑽頭 FTX40SE2,Unknown,件,0,550,0,active,FTX40SE2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
FTX40TPE2,Snap-on 零件 40IP TORX Plus®起子頭,Snap-on 零件 40IP TORX Plus®起子頭,Unknown,個,0,550,0,active,FTX40TPE2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX45E,"Snap-on  3/8"" TORX® T45 星字起子套筒","Snap-on  3/8"" TORX® T45 星字起子套筒",Unknown,個,0,1655,0,active,FTX45E,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX45E2,Snap-on T45 TORX® 無銷驅動起子頭,Snap-on T45 TORX® 無銷驅動起子頭,Unknown,個,0,0,0,active,FTX45E2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FTX45SE2,Snap-on 零件 起子頭 T45 TORX,Snap-on 零件 起子頭 T45 TORX,Unknown,個,0,550,0,active,FTX45SE2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 10, 'supplier': ''}"
FTX50SE,"Snap-on 3/8"" TORX® T50 星字短套筒","Snap-on 3/8"" TORX® T50 星字短套筒",Unknown,個,0,1600,0,active,FTX50SE,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTX55E2,Snap-on T55 TORX® 無銷驅動起子頭,Snap-on T55 TORX® 無銷驅動起子頭,Unknown,個,0,550,0,active,FTX55E2,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FTX60E,"Snap-on  3/8"" TORX® T60 星字起子套筒","Snap-on  3/8"" TORX® T60 星字起子套筒",Unknown,個,0,0,0,active,FTX60E,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTXB27E2,Snap-on 零件 起子頭 T27 TORX Heavy-Duty,Snap-on 零件 起子頭 T27 TORX Heavy-Duty,Unknown,個,261,600,0,active,FTXB27E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 28, 'supplier': ''}"
FTXB30E,"Snap-on 3/8"" T30星字起子套筒","Snap-on 3/8"" T30星字起子套筒",Unknown,個,0,1500,0,active,FTXB30E,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
FTXB30E2,Snap-on 零件 起子頭 T30 TORX Heavy-Duty,Snap-on 零件 起子頭 T30 TORX Heavy-Duty,Unknown,個,0,600,0,active,FTXB30E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
FTXB40E2,Snap-on 零件 起子頭 T40 TORX Heavy-Duty,Snap-on 零件 起子頭 T40 TORX Heavy-Duty,Unknown,個,261,550,0,active,FTXB40E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 12, 'supplier': ''}"
FTXB45E,"Snap-on 3/8"" TORX® T45重型起子套筒","Snap-on 3/8"" TORX® T45重型起子套筒",Unknown,個,0,1750,0,active,FTXB45E,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 10, 'supplier': ''}"
FTXB45E2,Snap-on 零件 起子頭 T45 TORX Heavy-Duty,Snap-on 零件 起子頭 T45 TORX Heavy-Duty,Unknown,個,0,600,0,active,FTXB45E2,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 27, 'supplier': ''}"
FTXL27E2,"Snap-on  3/8"" TORX® T25起子 星字頭替換","Snap-on  3/8"" TORX® T25起子 星字頭替換",Unknown,支,0,530,0,active,,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
FTXR27E,"Snap-on 3/8"" TORX® T27起子套筒","Snap-on 3/8"" TORX® T27起子套筒",Unknown,個,0,1900,0,active,FTXR27E,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
